 mAir, RPM, O2Sf, Target
77,2141,2404,2428.04
79,2108,2482,2506.82
80,2108,2551,2576.51
76,2090,2546,2571.46
77,2056,2370,2393.7
80,2018,2468,2492.68
87,1995,2570,2595.7
95,1995,2487,2511.87
113,1949,2541,2566.41
132,1921,2521,2546.21
151,1888,2507,2532.07
171,1888,2541,2566.41
187,1848,2595,2620.95
195,1836,2370,2393.7
194,1823,2605,2631.05
187,1823,2512,2537.12
171,1795,2673,2699.73
168,1783,2614,2640.14
175,1766,2614,2640.14
174,1766,2536,2561.36
165,1730,2590,2615.9
174,1713,2590,2615.9
196,1692,2800,2828
210,1692,2800,2828
214,1648,2878,2906.78
216,1625,2844,2872.44
221,1599,2888,2916.88
227,1599,2961,2990.61
237,1576,2903,2932.03
237,1551,2825,2853.25
252,1521,2893,2921.93
235,1521,2829,2857.29
241,1522,2873,2901.73
234,1530,2839,2867.39
229,1548,2869,2897.69
224,1548,2795,2822.95
230,1584,2834,2862.34
236,1593,2795,2822.95
235,1591,2849,2877.49
240,1591,2825,2853.25
245,1581,2917,2946.17
253,1559,2986,3015.86
252,1559,2859,2887.59
252,1554,2878,2906.78
248,1557,2805,2833.05
248,1564,2805,2833.05
253,1564,2766,2793.66
249,1578,2673,2699.73
243,1590,2688,2714.88
244,1603,2585,2610.85
241,1608,2761,2788.61
243,1608,2541,2566.41
242,1608,2653,2679.53
248,1601,2639,2665.39
254,1592,2707,2734.07
250,1589,2624,2650.24
252,1585,2629,2655.29
261,1588,2688,2714.88
251,1592,2624,2650.24
247,1614,2653,2679.53
253,1614,2585,2610.85
256,1623,2605,2631.05
238,1628,2639,2665.39
233,1633,2468,2492.68
248,1629,2541,2566.41
251,1626,2565,2590.65
247,1626,2517,2542.17
244,1614,2609,2635.09
249,1618,2570,2595.7
251,1622,2570,2595.7
248,1622,2473,2497.73
246,1639,2526,2551.26
241,1648,2556,2581.56
240,1650,2502,2527.02
249,1650,2551,2576.51
251,1655,2653,2679.53
248,1651,2565,2590.65
244,1648,2482,2506.82
249,1643,2438,2462.38
244,1643,2473,2497.73
242,1643,2414,2438.14
246,1648,2487,2511.87
248,1650,2478,2502.78
250,1665,2424,2448.24
243,1671,2512,2537.12
237,1671,2561,2586.61
246,1671,2526,2551.26
247,1675,2512,2537.12
245,1675,2424,2448.24
244,1673,2478,2502.78
245,1673,2194,2215.94
244,1674,2297,2319.97
240,1672,2580,2605.8
240,1678,2370,2393.7
242,1684,2448,2472.48
242,1687,2380,2403.8
244,1687,2497,2521.97
237,1694,2590,2615.9
233,1698,2463,2487.63
233,1698,2341,2364.41
210,1697,2531,2556.31
193,1696,2536,2561.36
199,1696,2570,2595.7
194,1696,2463,2487.63
173,1692,2551,2576.51
182,1694,2546,2571.46
201,1697,2644,2670.44
207,1700,2546,2571.46
202,1700,2737,2764.37
185,1711,2727,2754.27
178,1719,2746,2773.46
181,1720,2746,2773.46
187,1719,2663,2689.63
185,1719,2756,2783.56
178,1718,2815,2843.15
164,1714,2756,2783.56
162,1714,2712,2739.12
166,1708,2737,2764.37
166,1710,2741,2768.41
162,1710,2776,2803.76
158,1717,2776,2803.76
156,1717,2839,2867.39
155,1726,2717,2744.17
153,1726,2849,2877.49
153,1730,2839,2867.39
154,1731,2825,2853.25
155,1731,2844,2872.44
154,1724,2820,2848.2
151,1724,2790,2817.9
149,1717,2844,2872.44
146,1717,2810,2838.1
145,1717,2751,2778.51
140,1717,2839,2867.39
125,1725,2829,2857.29
106,1733,2864,2892.64
101,1734,2761,2788.61
99,1732,2859,2887.59
96,1728,2707,2734.07
86,1720,2820,2848.2
80,1720,2834,2862.34
75,1713,2854,2882.54
73,1712,2888,2916.88
71,1705,2908,2937.08
71,1703,2913,2942.13
74,1700,2913,2942.13
73,1690,2966,2995.66
73,1690,2898,2926.98
72,1680,2898,2926.98
73,1676,2986,3015.86
74,1676,3025,3055.25
74,1664,3084,3114.84
74,1659,3084,3114.84
74,1671,3137,3168.37
73,1683,3093,3123.93
71,1683,3108,3139.08
71,1700,3108,3139.08
71,1736,3049,3079.49
73,1736,3059,3089.59
72,1751,3044,3074.44
72,1752,2927,2956.27
74,1733,2805,2833.05
73,1733,3010,3040.1
75,1715,2712,2739.12
75,1690,2761,2788.61
76,1678,2737,2764.37
75,1678,2795,2822.95
74,1669,2883,2911.83
75,1664,2653,2679.53
74,1663,2624,2650.24
75,1673,2521,2546.21
74,1673,2673,2699.73
74,1698,2683,2709.83
74,1711,2649,2675.49
74,1711,2561,2586.61
74,1717,2629,2655.29
73,1706,2619,2645.19
73,1706,2639,2665.39
75,1696,2551,2576.51
77,1680,2565,2590.65
77,1653,2614,2640.14
75,1653,2595,2620.95
75,1648,2653,2679.53
76,1655,2619,2645.19
75,1666,2751,2778.51
75,1687,2575,2600.75
75,1687,2590,2615.9
74,1690,2605,2631.05
74,1691,2629,2655.29
75,1689,2653,2679.53
75,1676,2590,2615.9
77,1676,2624,2650.24
77,1664,2512,2537.12
77,1651,2521,2546.21
77,1643,2629,2655.29
76,1637,2609,2635.09
76,1637,2629,2655.29
78,1643,2565,2590.65
78,1653,2644,2670.44
78,1662,2561,2586.61
78,1673,2722,2749.22
77,1676,2649,2675.49
79,1676,2678,2704.78
79,1664,2531,2556.31
77,1652,2595,2620.95
79,1652,2507,2532.07
80,1630,2619,2645.19
79,1630,2541,2566.41
80,1626,2526,2551.26
79,1626,2243,2265.43
78,1632,2600,2626
77,1641,2517,2542.17
77,1641,2355,2378.55
79,1643,2512,2537.12
82,1647,2507,2532.07
83,1645,2355,2378.55
83,1644,2360,2383.6
81,1637,2272,2294.72
80,1637,2355,2378.55
80,1626,2634,2660.34
78,1619,2634,2660.34
78,1612,2590,2615.9
80,1610,2478,2502.78
80,1609,2565,2590.65
82,1618,2497,2521.97
80,1618,2502,2527.02
79,1624,2355,2378.55
80,1623,2541,2566.41
78,1623,2414,2438.14
81,1622,2492,2516.92
87,1611,2609,2635.09
87,1611,2429,2453.29
89,1604,2424,2448.24
89,1602,2424,2448.24
93,1600,2424,2448.24
102,1600,2394,2417.94
109,1598,2341,2364.41
116,1598,2404,2428.04
120,1601,2390,2413.9
136,1609,2189,2210.89
162,1605,2214,2236.14
138,1620,2394,2417.94
141,1627,2243,2265.43
163,1627,2336,2359.36
172,1627,2204,2226.04
176,1631,2038,2058.38
187,1637,2262,2284.62
195,1637,2326,2349.26
190,1643,2541,2566.41
182,1656,2605,2631.05
187,1664,2478,2502.78
199,1657,2258,2280.58
201,1657,2629,2655.29
189,1635,2712,2739.12
192,1605,2756,2783.56
214,1583,2781,2808.81
218,1567,2693,2719.93
204,1567,2771,2798.71
195,1574,2741,2768.41
207,1609,2551,2576.51
216,1609,2722,2749.22
210,1630,2688,2714.88
182,1645,2644,2670.44
168,1645,2717,2744.17
194,1655,2697,2723.97
203,1629,2707,2734.07
192,1629,2644,2670.44
187,1614,2722,2749.22
204,1595,2614,2640.14
220,1588,2644,2670.44
206,1588,2741,2768.41
198,1601,2678,2704.78
203,1632,2766,2793.66
202,1646,2751,2778.51
188,1646,2727,2754.27
172,1660,2766,2793.66
183,1661,2697,2723.97
199,1657,2766,2793.66
189,1633,2668,2694.68
174,1616,2678,2704.78
190,1611,2619,2645.19
207,1611,2683,2709.83
203,1609,2688,2714.88
191,1620,2697,2723.97
192,1647,2697,2723.97
203,1657,2580,2605.8
201,1657,2673,2699.73
188,1668,2717,2744.17
174,1670,2702,2729.02
185,1657,2644,2670.44
195,1650,2722,2749.22
187,1639,2658,2684.58
181,1639,2668,2694.68
194,1635,2453,2477.53
203,1632,2653,2679.53
198,1645,2546,2571.46
201,1645,2350,2373.5
201,1657,2629,2655.29
186,1664,2614,2640.14
170,1674,2663,2689.63
182,1677,2517,2542.17
195,1671,2580,2605.8
192,1671,2502,2527.02
187,1665,2531,2556.31
194,1656,2561,2586.61
201,1646,2600,2626
205,1646,2653,2679.53
193,1652,2639,2665.39
189,1665,2663,2689.63
191,1665,2409,2433.09
193,1684,2595,2620.95
191,1689,2673,2699.73
189,1689,2600,2626
187,1690,2600,2626
187,1686,2653,2679.53
194,1686,2580,2605.8
198,1675,2419,2443.19
202,1666,2624,2650.24
199,1671,2619,2645.19
198,1671,2614,2640.14
199,1680,2585,2610.85
193,1680,2614,2640.14
184,1687,2487,2511.87
185,1698,2609,2635.09
194,1705,2419,2443.19
192,1705,2590,2615.9
182,1701,2678,2704.78
183,1701,2546,2571.46
200,1689,2595,2620.95
202,1682,2561,2586.61
186,1682,2575,2600.75
176,1684,2487,2511.87
185,1684,2600,2626
174,1694,2693,2719.93
156,1694,2565,2590.65
162,1703,2614,2640.14
184,1708,2492,2516.92
178,1715,2478,2502.78
159,1715,2619,2645.19
170,1715,2609,2635.09
192,1710,2653,2679.53
197,1700,2575,2600.75
193,1702,2609,2635.09
190,1700,2668,2694.68
190,1700,2658,2684.58
192,1708,2668,2694.68
188,1715,2556,2581.56
168,1715,2419,2443.19
166,1721,2556,2581.56
182,1729,2575,2600.75
186,1730,2482,2506.82
177,1727,2414,2438.14
161,1727,2424,2448.24
156,1717,2561,2586.61
167,1714,2512,2537.12
171,1714,2624,2650.24
170,1709,2419,2443.19
165,1711,2688,2714.88
165,1719,2629,2655.29
155,1727,2639,2665.39
150,1727,2776,2803.76
149,1732,2663,2689.63
150,1738,2697,2723.97
140,1738,2644,2670.44
134,1735,2609,2635.09
150,1732,2683,2709.83
145,1729,2478,2502.78
142,1723,2580,2605.8
141,1723,2639,2665.39
137,1718,2600,2626
135,1720,2595,2620.95
133,1727,2746,2773.46
132,1731,2629,2655.29
131,1736,2580,2605.8
129,1739,2595,2620.95
128,1739,2482,2506.82
115,1733,2609,2635.09
109,1733,2619,2645.19
120,1726,2629,2655.29
116,1722,2624,2650.24
106,1725,2561,2586.61
99,1723,2702,2729.02
101,1716,2678,2704.78
107,1716,2761,2788.61
105,1718,2624,2650.24
98,1718,2707,2734.07
92,1719,2678,2704.78
86,1719,2629,2655.29
88,1720,2668,2694.68
94,1718,2561,2586.61
90,1711,2688,2714.88
85,1709,2702,2729.02
83,1709,2663,2689.63
83,1709,2805,2833.05
82,1689,2614,2640.14
77,1689,2712,2739.12
77,1687,2722,2749.22
75,1674,2834,2862.34
71,1669,2766,2793.66
71,1688,2741,2768.41
72,1688,2844,2872.44
74,1705,2693,2719.93
74,1724,2634,2660.34
73,1724,2737,2764.37
71,1756,2688,2714.88
71,1755,2702,2729.02
75,1732,2707,2734.07
77,1732,2746,2773.46
75,1718,2653,2679.53
75,1705,2702,2729.02
75,1688,2394,2417.94
74,1688,2546,2571.46
75,1665,2556,2581.56
74,1660,2712,2739.12
74,1669,2658,2684.58
76,1702,2526,2551.26
74,1702,2336,2359.36
73,1716,2262,2284.62
73,1726,2346,2369.46
73,1725,2502,2527.02
74,1714,2434,2458.34
74,1703,2531,2556.31
74,1674,2653,2679.53
77,1674,2658,2684.58
76,1661,2649,2675.49
74,1654,2404,2428.04
76,1654,2497,2521.97
77,1672,2570,2595.7
76,1672,2580,2605.8
75,1684,2614,2640.14
78,1692,2424,2448.24
79,1695,2688,2714.88
77,1689,2644,2670.44
76,1689,2541,2566.41
77,1680,2722,2749.22
76,1674,2624,2650.24
75,1652,2693,2719.93
77,1652,2795,2822.95
80,1645,2536,2561.36
91,1645,2619,2645.19
103,1647,2580,2605.8
111,1659,2297,2319.97
119,1659,2517,2542.17
127,1671,2570,2595.7
135,1674,2737,2764.37
138,1674,2365,2388.65
140,1675,2653,2679.53
142,1681,2688,2714.88
145,1681,2541,2566.41
146,1682,2385,2408.85
150,1686,2321,2344.21
159,1686,2473,2497.73
169,1692,2487,2511.87
173,1696,2556,2581.56
175,1710,2419,2443.19
183,1710,2575,2600.75
189,1715,2737,2764.37
189,1707,2825,2853.25
191,1668,2927,2956.27
197,1668,2893,2921.93
197,1644,2776,2803.76
198,1627,2781,2808.81
200,1626,2751,2778.51
197,1630,2678,2704.78
199,1648,2815,2843.15
200,1648,2976,3005.76
197,1697,2521,2546.21
198,1707,2678,2704.78
190,1700,2776,2803.76
189,1700,2688,2714.88
207,1685,2639,2665.39
218,1668,2717,2744.17
242,1652,2820,2848.2
226,1648,2629,2655.29
206,1648,2644,2670.44
215,1663,2629,2655.29
214,1663,2688,2714.88
213,1684,2473,2497.73
218,1711,2644,2670.44
205,1716,2644,2670.44
205,1717,2605,2631.05
222,1717,2629,2655.29
229,1699,2590,2615.9
227,1687,2590,2615.9
222,1687,2590,2615.9
222,1679,2649,2675.49
221,1669,2605,2631.05
220,1669,2683,2709.83
225,1676,2683,2709.83
224,1692,2600,2626
222,1717,2556,2581.56
224,1725,2658,2684.58
222,1725,2649,2675.49
226,1731,2453,2477.53
223,1720,2531,2556.31
232,1720,2639,2665.39
238,1708,2678,2704.78
239,1700,2556,2581.56
241,1694,2600,2626
237,1694,2668,2694.68
235,1694,2561,2586.61
230,1705,2634,2660.34
220,1715,2668,2694.68
219,1736,2609,2635.09
226,1736,2663,2689.63
230,1744,2609,2635.09
231,1743,2458,2482.58
225,1743,2570,2595.7
223,1734,2394,2417.94
225,1729,2531,2556.31
226,1729,2551,2576.51
226,1717,2438,2462.38
225,1717,2556,2581.56
226,1730,2570,2595.7
224,1740,2590,2615.9
224,1740,2697,2723.97
225,1749,2561,2586.61
222,1760,2609,2635.09
222,1762,2531,2556.31
223,1755,2619,2645.19
228,1749,2355,2378.55
226,1749,2653,2679.53
229,1745,2580,2605.8
222,1745,2375,2398.75
223,1745,2507,2532.07
222,1747,2609,2635.09
224,1760,2668,2694.68
221,1768,2487,2511.87
219,1768,2580,2605.8
213,1776,2653,2679.53
214,1776,2497,2521.97
219,1776,2517,2542.17
220,1776,2556,2581.56
218,1768,2541,2566.41
215,1768,2473,2497.73
221,1763,2541,2566.41
216,1765,2512,2537.12
212,1768,2614,2640.14
213,1768,2600,2626
213,1777,2639,2665.39
208,1781,2458,2482.58
204,1787,2385,2408.85
200,1793,2663,2689.63
197,1793,2443,2467.43
196,1792,2649,2675.49
200,1790,2683,2709.83
199,1790,2414,2438.14
196,1791,2737,2764.37
199,1789,2497,2521.97
200,1789,2536,2561.36
194,1789,2668,2694.68
194,1794,2590,2615.9
189,1794,2390,2413.9
186,1798,2551,2576.51
189,1805,2565,2590.65
191,1805,2521,2546.21
187,1807,2585,2610.85
193,1810,2590,2615.9
203,1810,2595,2620.95
215,1809,2605,2631.05
213,1810,2565,2590.65
202,1810,2434,2458.34
198,1812,2614,2640.14
208,1799,2331,2354.31
220,1799,2463,2487.63
226,1807,2404,2428.04
224,1817,2429,2453.29
213,1817,2419,2443.19
203,1834,2390,2413.9
189,1834,2448,2472.48
195,1835,2453,2477.53
216,1835,2385,2408.85
216,1836,2448,2472.48
207,1834,2458,2482.58
209,1822,2468,2492.68
228,1814,2429,2453.29
234,1814,2253,2275.53
234,1823,2517,2542.17
222,1823,2531,2556.31
223,1840,2639,2665.39
218,1840,2585,2610.85
208,1846,2565,2590.65
202,1846,2507,2532.07
211,1859,2497,2521.97
215,1859,2570,2595.7
212,1859,2429,2453.29
201,1853,2468,2492.68
197,1840,2697,2723.97
200,1840,2531,2556.31
198,1835,2624,2650.24
196,1835,2360,2383.6
196,1836,2688,2714.88
195,1847,2605,2631.05
187,1847,2595,2620.95
187,1861,2590,2615.9
184,1866,2653,2679.53
187,1866,2663,2689.63
185,1868,2683,2709.83
185,1863,2653,2679.53
186,1863,2517,2542.17
183,1851,2639,2665.39
180,1848,2575,2600.75
180,1839,2668,2694.68
183,1839,2463,2487.63
182,1838,2541,2566.41
178,1849,2492,2516.92
176,1856,2565,2590.65
170,1856,2634,2660.34
163,1861,2624,2650.24
163,1869,2614,2640.14
164,1869,2536,2561.36
163,1870,2634,2660.34
151,1870,2438,2462.38
151,1863,2531,2556.31
156,1863,2521,2546.21
155,1856,2497,2521.97
152,1853,2551,2576.51
149,1853,2614,2640.14
150,1854,2619,2645.19
142,1865,2585,2610.85
138,1867,2825,2853.25
128,1867,2644,2670.44
135,1871,2781,2808.81
145,1874,2565,2590.65
144,1874,2697,2723.97
136,1875,2624,2650.24
132,1868,2639,2665.39
135,1868,2683,2709.83
135,1868,2507,2532.07
134,1859,2404,2428.04
130,1859,2541,2566.41
125,1853,2570,2595.7
124,1852,2502,2527.02
123,1852,2262,2284.62
123,1847,2492,2516.92
124,1847,2556,2581.56
123,1850,2502,2527.02
118,1841,2355,2378.55
112,1836,2487,2511.87
106,1821,2517,2542.17
108,1821,2561,2586.61
115,1798,2585,2610.85
103,1799,2683,2709.83
97,1799,2653,2679.53
95,1802,2585,2610.85
97,1835,2453,2477.53
98,1835,2688,2714.88
95,1854,2531,2556.31
90,1854,2580,2605.8
86,1879,2722,2749.22
89,1883,2702,2729.02
94,1883,2531,2556.31
97,1861,2678,2704.78
96,1845,2649,2675.49
89,1817,2663,2689.63
90,1817,2776,2803.76
95,1804,2600,2626
93,1801,2649,2675.49
94,1801,2761,2788.61
92,1806,2839,2867.39
90,1828,2614,2640.14
90,1828,2668,2694.68
92,1841,2820,2848.2
93,1854,2771,2798.71
91,1853,2859,2887.59
88,1853,2776,2803.76
87,1847,2844,2872.44
91,1823,2771,2798.71
92,1808,2829,2857.29
92,1793,2825,2853.25
92,1793,2815,2843.15
93,1787,2956,2985.56
92,1787,2771,2798.71
90,1800,2756,2783.56
92,1810,2785,2812.85
93,1823,2893,2921.93
93,1823,2864,2892.64
92,1826,2800,2828
91,1826,2849,2877.49
91,1823,2815,2843.15
91,1807,2825,2853.25
93,1802,2839,2867.39
94,1802,2820,2848.2
94,1781,2903,2932.03
94,1781,2873,2901.73
94,1779,2947,2976.47
94,1780,2722,2749.22
93,1784,2849,2877.49
92,1784,2761,2788.61
93,1791,2761,2788.61
93,1791,2834,2862.34
93,1794,2820,2848.2
94,1789,2751,2778.51
95,1786,2908,2937.08
94,1786,2820,2848.2
94,1765,2869,2897.69
93,1765,2795,2822.95
94,1765,2893,2921.93
95,1762,2883,2911.83
95,1762,2952,2981.52
95,1762,2917,2946.17
95,1760,2961,2990.61
94,1756,2981,3010.81
94,1752,2961,2990.61
95,1752,2981,3010.81
95,1750,2971,3000.71
95,1750,2820,2848.2
94,1746,3035,3065.35
95,1746,2932,2961.32
96,1743,2849,2877.49
93,1743,2893,2921.93
93,1736,2663,2689.63
96,1736,2844,2872.44
97,1730,2883,2911.83
97,1727,2878,2906.78
97,1717,2844,2872.44
94,1717,2956,2985.56
95,1710,2927,2956.27
103,1707,2878,2906.78
104,1702,2854,2882.54
95,1702,2795,2822.95
94,1700,2800,2828
103,1699,2864,2892.64
103,1697,2839,2867.39
95,1686,2820,2848.2
92,1686,2756,2783.56
101,1686,2839,2867.39
104,1676,2942,2971.42
98,1672,2737,2764.37
96,1661,2776,2803.76
104,1661,2820,2848.2
106,1658,2761,2788.61
99,1651,2619,2645.19
99,1650,2634,2660.34
106,1650,2771,2798.71
106,1644,2697,2723.97
99,1638,2717,2744.17
99,1632,2873,2901.73
105,1634,2820,2848.2
106,1629,2517,2542.17
100,1618,2693,2719.93
101,1618,2653,2679.53
110,1608,2526,2551.26
110,1592,2697,2723.97
109,1571,2844,2872.44
102,1571,2844,2872.44
107,1518,2683,2709.83
116,1518,2624,2650.24
114,1497,2639,2665.39
109,1477,2639,2665.39
116,1463,2737,2764.37
123,1438,2776,2803.76
117,1418,2834,2862.34
117,1418,2605,2631.05
119,1400,2605,2631.05
126,1384,2756,2783.56
122,1384,2893,2921.93
122,1365,2737,2764.37
127,1343,2737,2764.37
133,1343,2697,2723.97
133,1326,2800,2828
141,1315,2800,2828
141,1303,2712,2739.12
141,1287,2712,2739.12
141,1287,2776,2803.76
147,1268,2776,2803.76
149,1251,2815,2843.15
149,1251,2737,2764.37
151,1236,2737,2764.37
151,1224,2624,2650.24
151,1224,2815,2843.15
152,1210,2815,2843.15
154,1210,2741,2768.41
154,1201,2580,2605.8
153,1190,2580,2605.8
155,1183,2712,2739.12
155,1174,2766,2793.66
158,1174,2766,2793.66
160,1163,2771,2798.71
160,1163,2600,2626
156,1157,2600,2626
159,1157,2785,2812.85
159,1157,2737,2764.37
159,1153,2737,2764.37
158,1150,2825,2853.25
158,1149,2697,2723.97
161,1142,2697,2723.97
161,1142,2883,2911.83
161,1135,2878,2906.78
162,1128,2878,2906.78
189,1129,2844,2872.44
189,1129,2834,2862.34
156,1129,2834,2862.34
166,1126,2756,2783.56
166,1126,2966,2995.66
161,1126,2966,2995.66
154,1120,2859,2887.59
154,1121,2888,2916.88
159,1121,2888,2916.88
157,1112,2986,3015.86
157,1112,2903,2932.03
158,1112,2903,2932.03
157,1107,2766,2793.66
157,1110,2825,2853.25
157,1109,2825,2853.25
158,1105,2898,2926.98
158,1105,2898,2926.98
158,1105,2761,2788.61
159,1103,2927,2956.27
159,1103,2927,2956.27
163,1107,2785,2812.85
163,1107,2869,2897.69
168,1101,2869,2897.69
160,1098,2839,2867.39
160,1098,2839,2867.39
159,1098,2947,2976.47
159,1098,2908,2937.08
171,1098,2908,2937.08
160,1096,2849,2877.49
160,1088,2849,2877.49
164,1087,2751,2778.51
164,1087,2707,2734.07
171,1087,2707,2734.07
164,1090,2766,2793.66
164,1091,2766,2793.66
168,1087,2790,2817.9
168,1088,2781,2808.81
173,1088,2781,2808.81
169,1088,2844,2872.44
169,1092,2761,2788.61
169,1092,2761,2788.61
169,1091,2883,2911.83
169,1091,2883,2911.83
170,1095,2688,2714.88
168,1095,2649,2675.49
168,1095,2649,2675.49
165,1101,2839,2867.39
165,1101,2839,2867.39
157,1106,2790,2817.9
157,1106,2825,2853.25
164,1106,2825,2853.25
168,1110,2663,2689.63
168,1110,2795,2822.95
163,1110,2795,2822.95
168,1112,2697,2723.97
168,1113,2854,2882.54
166,1114,2854,2882.54
165,1118,2859,2887.59
165,1118,2859,2887.59
163,1121,2653,2679.53
162,1114,2825,2853.25
162,1114,2825,2853.25
168,1114,2844,2872.44
168,1119,2800,2828
158,1122,2800,2828
159,1125,2810,2838.1
159,1125,2776,2803.76
171,1125,2776,2803.76
160,1121,2873,2901.73
160,1121,2873,2901.73
165,1121,2697,2723.97
165,1125,2761,2788.61
159,1125,2761,2788.61
158,1124,2702,2729.02
158,1118,2702,2729.02
160,1121,2820,2848.2
160,1125,2873,2901.73
160,1125,2722,2749.22
159,1130,2722,2749.22
159,1130,2829,2857.29
159,1131,2834,2862.34
157,1131,2834,2862.34
154,1131,2820,2848.2
154,1135,2834,2862.34
156,1133,2834,2862.34
156,1133,2766,2793.66
156,1132,2658,2684.58
159,1136,2658,2684.58
158,1132,2883,2911.83
160,1132,2649,2675.49
160,1133,2649,2675.49
156,1133,2781,2808.81
156,1135,2771,2798.71
158,1129,2771,2798.71
160,1129,2761,2788.61
160,1133,2854,2882.54
161,1135,2854,2882.54
158,1135,2737,2764.37
158,1140,2619,2645.19
154,1139,2619,2645.19
155,1141,2810,2838.1
155,1141,2776,2803.76
152,1141,2776,2803.76
151,1144,2741,2768.41
151,1144,2697,2723.97
154,1144,2697,2723.97
152,1144,2790,2817.9
152,1152,2805,2833.05
155,1152,2805,2833.05
153,1148,2785,2812.85
153,1149,2712,2739.12
157,1149,2712,2739.12
155,1149,2732,2759.32
155,1152,2693,2719.93
151,1153,2693,2719.93
154,1153,2634,2660.34
156,1148,2693,2719.93
156,1147,2693,2719.93
154,1151,2776,2803.76
154,1154,2727,2754.27
154,1154,2727,2754.27
154,1156,2785,2812.85
154,1156,2639,2665.39
150,1156,2639,2665.39
152,1153,2810,2838.1
152,1155,2702,2729.02
153,1157,2702,2729.02
152,1157,2712,2739.12
152,1158,2776,2803.76
152,1157,2776,2803.76
152,1157,2795,2822.95
152,1158,2683,2709.83
150,1158,2683,2709.83
150,1162,2859,2887.59
150,1162,2810,2838.1
153,1160,2810,2838.1
153,1162,2795,2822.95
153,1166,2864,2892.64
153,1166,2781,2808.81
151,1166,2781,2808.81
150,1166,2771,2798.71
150,1160,2810,2838.1
154,1160,2810,2838.1
151,1160,2712,2739.12
151,1165,2756,2783.56
148,1162,2756,2783.56
152,1162,2634,2660.34
152,1163,2771,2798.71
153,1163,2771,2798.71
151,1166,2854,2882.54
151,1169,2756,2783.56
151,1169,2756,2783.56
153,1169,2864,2892.64
153,1165,2766,2793.66
150,1170,2766,2793.66
152,1172,2746,2773.46
152,1172,2737,2764.37
152,1169,2737,2764.37
173,1171,2785,2812.85
173,1171,2781,2808.81
162,1176,2781,2808.81
205,1181,2658,2684.58
205,1181,2781,2808.81
236,1181,2781,2808.81
256,1184,2849,2877.49
256,1187,2756,2783.56
271,1187,2756,2783.56
288,1196,2771,2798.71
288,1218,2771,2798.71
286,1218,2771,2798.71
282,1228,2785,2812.85
285,1232,2639,2665.39
285,1235,2776,2803.76
289,1235,2776,2803.76
292,1239,2947,2976.47
292,1239,2869,2897.69
315,1231,2839,2867.39
288,1231,2839,2867.39
291,1226,3098,3128.98
291,1212,3059,3089.59
346,1212,3059,3089.59
350,1196,3079,3109.79
373,1171,3113,3144.13
373,1171,3113,3144.13
409,1145,3020,3050.2
409,1112,3020,3050.2
430,1071,2947,2976.47
430,1071,2932,2961.32
433,1071,2932,2961.32
433,1028,2971,3000.71
455,984,2971,3000.71
455,984,2947,2976.47
464,938,2947,2976.47
464,938,2854,2882.54
463,911,2854,2882.54
463,911,2981,3010.81
459,909,2981,3010.81
459,909,3040,3070.4
470,936,3040,3070.4
470,936,2829,2857.29
479,975,2829,2857.29
494,975,2966,2995.66
494,999,2966,2995.66
486,1000,2839,2867.39
486,1000,2839,2867.39
496,1000,2961,2990.61
496,990,2893,2921.93
493,975,2893,2921.93
494,979,2981,3010.81
494,979,2981,3010.81
503,979,3128,3159.28
503,990,3128,3159.28
509,1010,3123,3154.23
509,1010,3123,3154.23
494,1010,3206,3238.06
494,1029,3206,3238.06
522,1029,3313,3346.13
522,1043,3289,3321.89
533,1044,3289,3321.89
539,1044,3264,3296.64
539,1044,3264,3296.64
536,1037,3216,3248.16
536,1037,3284,3316.84
525,1037,3284,3316.84
524,1046,3264,3296.64
524,1056,3264,3296.64
546,1077,3235,3267.35
546,1091,3235,3267.35
535,1091,3123,3154.23
534,1091,3152,3183.52
534,1100,3152,3183.52
534,1100,3044,3074.44
534,1106,3044,3074.44
537,1104,2981,3010.81
520,1104,2981,3010.81
520,1104,2981,3010.81
530,1104,2829,2857.29
530,1110,2707,2734.07
530,1110,2707,2734.07
537,1126,2697,2723.97
537,1146,2722,2749.22
537,1163,2722,2749.22
550,1168,2629,2655.29
550,1168,2595,2620.95
548,1168,2595,2620.95
558,1163,2448,2472.48
558,1163,2536,2561.36
534,1161,2536,2561.36
555,1173,2326,2349.26
555,1173,2394,2417.94
555,1191,2394,2417.94
552,1191,2331,2354.31
552,1217,2155,2176.55
566,1236,2155,2176.55
582,1236,2292,2314.92
582,1236,2497,2521.97
570,1227,2497,2521.97
586,1217,2595,2620.95
577,1204,2258,2280.58
577,1204,2258,2280.58
560,1223,2218,2240.18
571,1251,2033,2053.33
571,1251,2033,2053.33
576,1251,2067,2087.67
598,1289,2375,2398.75
598,1313,2375,2398.75
610,1315,2326,2349.26
610,1315,2399,2422.99
610,1297,2482,2506.82
595,1282,2482,2506.82
593,1272,2502,2527.02
593,1272,2526,2551.26
589,1261,2526,2551.26
575,1261,2438,2462.38
575,1286,2526,2551.26
593,1323,2526,2551.26
614,1361,2365,2388.65
613,1383,2487,2511.87
613,1383,2468,2492.68
613,1389,2639,2665.39
605,1372,2639,2665.39
612,1358,2619,2645.19
612,1342,2595,2620.95
606,1342,2595,2620.95
616,1333,2336,2359.36
599,1333,2507,2532.07
599,1347,2614,2640.14
608,1372,2614,2640.14
610,1407,2482,2506.82
612,1407,2321,2344.21
625,1434,2556,2581.56
